# Written by the BoltzWann module of the Wannier90 code.
# [Electrical conductivity in SI units, i.e. in 1/Ohm/m]
# Mu(eV) Temp(K) ElCond_xx ElCond_xy ElCond_yy ElCond_xz ElCond_yz ElCond_zz
  -3.319610813       300.0000000       12.73520406     -0.7589857383       24.61251313     -0.1049808467E-01 -0.2690600004E-01  0.5982809874E-04
  -3.314610813       300.0000000       10.49823551     -0.6256076564       20.28781304     -0.8652931093E-02 -0.2217872159E-01  0.4931936182E-04
  -3.309610813       300.0000000       8.654502553     -0.5155945333       16.72267097     -0.7131481168E-02 -0.1828126534E-01  0.4065528182E-04
  -3.304610813       300.0000000       7.135044741     -0.4248535578       13.78385917     -0.5876960421E-02 -0.1506815483E-01  0.3351266842E-04
  -3.299610813       300.0000000       5.882998121     -0.3500037787       11.36147608     -0.4842509347E-02 -0.1241934599E-01  0.2762480809E-04
  -3.294610813       300.0000000       4.851484401     -0.2882528580       9.364878800     -0.3989457473E-02 -0.1023580167E-01  0.2277165266E-04
  -3.289610813       300.0000000       4.001867466     -0.2372947518       7.719320159     -0.3285894332E-02 -0.8435829144E-02  0.1877169604E-04
  -3.284610813       300.0000000       3.302314185     -0.1952248526       6.363169978     -0.2705487045E-02 -0.6952051188E-02  0.1547525435E-04
  -3.279610813       300.0000000       2.726607115     -0.1604696587       5.245620186     -0.2226502397E-02 -0.5728902704E-02  0.1275891106E-04
  -3.274610813       300.0000000       2.253165609     -0.1317285036       4.324790350     -0.1830998246E-02 -0.4720562575E-02  0.1052092796E-04
  -3.269610813       300.0000000       1.864239353     -0.1079252755       3.566164350     -0.1504154976E-02 -0.3889245761E-02  0.8677456110E-05
  -3.264610813       300.0000000       1.545244571     -0.8816839484E-01   2.941300762     -0.1233722599E-02 -0.3203793259E-02  0.7159408952E-05
  -3.259610813       300.0000000       1.284218313     -0.7171760170E-01   2.426769409     -0.1009563269E-02 -0.2638508203E-02  0.5909883088E-05
  -3.254610813       300.0000000       1.071370615     -0.5795634319E-01   2.003274742     -0.8232723448E-03 -0.2172195217E-02  0.4882032029E-05
  -3.249610813       300.0000000      0.8987178417     -0.4636875026E-01   1.654933542     -0.6678640227E-03 -0.1787367536E-02  0.4037314428E-05
  -3.244610813       300.0000000      0.7597835985     -0.3652035653E-01   1.368680114     -0.5375098820E-03 -0.1469592498E-02  0.3344052005E-05
  -3.239610813       300.0000000      0.6493560371     -0.2804184725E-01   1.133776809     -0.4273206464E-03 -0.1206951109E-02  0.2776243671E-05
  -3.234610813       300.0000000      0.5632925110     -0.2061523645E-01  0.9414116662     -0.3331630344E-03 -0.9895915643E-03  0.2312591779E-05
  -3.229610813       300.0000000      0.4983642777     -0.1396195892E-01  0.7843681191     -0.2515048782E-03 -0.8093600928E-03  0.1935704261E-05
  -3.224610813       300.0000000      0.4521354465     -0.7832433739E-02  0.6567544599     -0.1792827298E-03 -0.6594953556E-03  0.1631442889E-05
  -3.219610813       300.0000000      0.4228716427     -0.1996710281E-02  0.5537829309     -0.1137870088E-03 -0.5343749748E-03  0.1388393359E-05
  -3.214610813       300.0000000      0.4094749727      0.3764152595E-02  0.4715901868     -0.5256039794E-04 -0.4293047262E-03  0.1197437385E-05
  -3.209610813       300.0000000      0.4114428561      0.9666296559E-02  0.4070924054      0.6694316222E-05 -0.3403425074E-03  0.1051410825E-05
  -3.204610813       300.0000000      0.4288491828      0.1593117020E-01  0.3578696239      0.6620040868E-04 -0.2641504928E-03  0.9448350379E-06
  -3.199610813       300.0000000      0.4623470939      0.2279383542E-01  0.3220749674      0.1281906149E-03 -0.1978699402E-03  0.8737114280E-06
  -3.194610813       300.0000000      0.5131934885      0.3051178493E-01  0.2983653682      0.1949908888E-03 -0.1390139593E-03  0.8353714774E-06
  -3.189610813       300.0000000      0.5832961776      0.3937460152E-01  0.2858511810      0.2691076599E-03 -0.8537422357E-04  0.8283766598E-06
  -3.184610813       300.0000000      0.6752854525      0.4971482078E-01  0.2840628036      0.3533218600E-03 -0.3493813042E-04  0.8524644814E-06
  -3.179610813       300.0000000      0.7926127513      0.6192040467E-01  0.2929330518      0.4507932440E-03  0.1418669598E-04  0.9085386264E-06
  -3.174610813       300.0000000      0.9396801190      0.7644929322E-01  0.3127946271      0.5651789157E-03  0.6384338815E-04  0.9987028408E-06
  -3.169610813       300.0000000       1.122005313      0.9384657938E-01  0.3443925785      0.7007704991E-03  0.1158949650E-03  0.1126339818E-05
  -3.164610813       300.0000000       1.346428738      0.1147649503      0.3889122257      0.8626550947E-03  0.1722941967E-03  0.1296238039E-05
  -3.159610813       300.0000000       1.621369957      0.1399891603      0.4480235835      0.1056906047E-02  0.2351568209E-03  0.1514771318E-05
  -3.154610813       300.0000000       1.957143383      0.1704654505      0.5239439473      0.1290810667E-02  0.3068408469E-03  0.1790137760E-05
  -3.149610813       300.0000000       2.366344951      0.2073370157      0.6195209775      0.1573143418E-02  0.3900349128E-03  0.2132667073E-05
  -3.144610813       300.0000000       2.864324236      0.2519868430      0.7383393803      0.1914494801E-02  0.4878589903E-03  0.2555207721E-05
  -3.139610813       300.0000000       3.469759648      0.3060895205      0.8848551637      0.2327668185E-02  0.6039811898E-03  0.3073608365E-05
  -3.134610813       300.0000000       4.205358170      0.3716739482       1.064562467      0.2828159435E-02  0.7427550079E-03  0.3707311568E-05
  -3.129610813       300.0000000       5.098705721      0.4511992835       1.284199166      0.3434737176E-02  0.9093821066E-03  0.4480081884E-05
  -3.124610813       300.0000000       6.183299800      0.5476469444       1.551998888      0.4170145301E-02  0.1110106647E-02  0.5420895432E-05
  -3.119610813       300.0000000       7.499802787      0.6646320812       1.877998769      0.5061953824E-02  0.1352448339E-02  0.6565024003E-05
  -3.114610813       300.0000000       9.097562368      0.8065386378       2.274414313      0.6143589597E-02  0.1645482763E-02  0.7955353913E-05
  -3.109610813       300.0000000       11.03645535      0.9786829818       2.756095165      0.7455585014E-02  0.2000179201E-02  0.9643988370E-05
  -3.104610813       300.0000000       13.38912279       1.187512112       3.341078498      0.9047090688E-02  0.2429808251E-02  0.1169419244E-04
  -3.099610813       300.0000000       16.24367871       1.440843685       4.051260206      0.1097770764E-01  0.2950433906E-02  0.1418275209E-04
  -3.094610813       300.0000000       19.70699119       1.748156591       4.913208233      0.1331970592E-01  0.3581507689E-02  0.1720283354E-04
  -3.089610813       300.0000000       23.90865547       2.120942547       5.959147318      0.1616071017E-01  0.4346585818E-02  0.2086744695E-04
  -3.084610813       300.0000000       29.00580232       2.573131304       7.228150268      0.1960694906E-01  0.5274194419E-02  0.2531363952E-04
  -3.079610813       300.0000000       35.18891406       3.121604514       8.767577764      0.2378718458E-01  0.6398872421E-02  0.3070756826E-04
  -3.074610813       300.0000000       42.68885432       3.786816200       10.63481677      0.2885746025E-01  0.7762427158E-02  0.3725063224E-04
  -3.069610813       300.0000000       51.78535775       4.593541185       12.89937699      0.3500683375E-01  0.9415443734E-02  0.4518687911E-04
  -3.064610813       300.0000000       62.81727224       5.571776698       15.64541545      0.4246429083E-01  0.1141909593E-01  0.5481194126E-04
  -3.059610813       300.0000000       76.19490007       6.757826799       18.97477166      0.5150707308E-01  0.1384731362E-01  0.6648380387E-04
  -3.054610813       300.0000000       92.41484535       8.195604208       23.01060866      0.6247069242E-01  0.1678936903E-01  0.8063576071E-04
  -3.049610813       300.0000000       112.0778437       9.938189422       27.90177031      0.7576095091E-01  0.2035295128E-01  0.9779197310E-04
  -3.044610813       300.0000000       135.9101240       12.04969256       33.82797903      0.9186833236E-01  0.2466780401E-01  0.1185861129E-03
  -3.039610813       300.0000000       164.7889316       14.60746878       41.00601257      0.1113851837      0.2989000410E-01  0.1437836391E-03
  -3.034610813       300.0000000       199.7729171       17.70474266       49.69700907      0.1350261520      0.3620695671E-01  0.1743083253E-03
  -3.029610813       300.0000000       242.1381674       21.45370002       60.21505516      0.1636523866      0.4384317117E-01  0.2112737186E-03
  -3.024610813       300.0000000       293.4207005       25.98910502       72.93720694      0.1983000387      0.5306685706E-01  0.2560202530E-03
  -3.019610813       300.0000000       355.4662583       31.47249506       88.31507192      0.2402135926      0.6419733443E-01  0.3101587541E-03
  -3.014610813       300.0000000       430.4881720       38.09699123       106.8880319      0.2908845042      0.7761317457E-01  0.3756210302E-03
  -3.009610813       300.0000000       521.1339138       46.09273483       129.2980983      0.3520955008      0.9376086623E-01  0.4547181120E-03
  -3.004610813       300.0000000       630.5606259       55.73291377       156.3062475      0.4259706471      0.1131636173      0.5502064470E-03
  -2.999610813       300.0000000       762.5193627       67.34026882       188.8098532      0.5150308760      0.1364296324      0.6653619008E-03
  -2.994610813       300.0000000       921.4469046       81.29385862       227.8605010      0.6222540442      0.1642588270      0.8040607145E-03
  -2.989610813       300.0000000       1112.562688       98.03570296       274.6809874      0.7511376270      0.1974464226      0.9708655142E-03
  -2.984610813       300.0000000       1341.966528       118.0767034       330.6796508      0.9057608374      0.2368811950      0.1171113002E-02
  -2.979610813       300.0000000       1616.730286       142.0009503       397.4593324       1.090841166      0.2835353168      0.1410998005E-02
  -2.974610813       300.0000000       1944.973357       170.4671630       476.8172089       1.311778068      0.3384417852      0.1697646124E-02
  -2.969610813       300.0000000       2335.907969       204.2055869       570.7305388       1.574673800      0.4026544525      0.2039164422E-02
  -2.964610813       300.0000000       2799.835863       244.0082287       681.3221485       1.886318503      0.4771848992      0.2444656715E-02
  -2.959610813       300.0000000       3348.073794       290.7099284       810.7985009       2.254123858      0.5629101479      0.2924187698E-02
  -2.954610813       300.0000000       3992.782152       345.1575698       961.3528608       2.685987907      0.6604460401      0.3488679198E-02
  -2.949610813       300.0000000       4746.670524       408.1649166       1135.026979       3.190073866      0.7699836393      0.4149723624E-02
  -2.944610813       300.0000000       5622.557917       480.4513567       1333.527536       3.774489383      0.8910909760      0.4919305437E-02
  -2.939610813       300.0000000       6632.775348       562.5644593       1557.998979       4.446860943       1.022490253      0.5809432215E-02
  -2.934610813       300.0000000       7788.415836       654.7888406       1808.762618       5.213811653       1.161831122      0.6831692602E-02
  -2.929610813       300.0000000       9098.460728       757.0472798       2085.042494       6.080369007       1.305492538      0.7996777075E-02
  -2.924610813       300.0000000       10568.83883       868.8039126       2384.710084       7.049349701       1.448456368      0.9314014743E-02
  -2.919610813       300.0000000       12201.50015       988.9828158       2704.089602       8.120786775       1.584301481      0.1079098887E-01
  -2.914610813       300.0000000       13993.60191       1115.917293       3037.870142       9.291474249       1.705363259      0.1243328881E-01
  -2.909610813       300.0000000       15936.90393       1247.344593       3379.166745       10.55470071       1.803087563      0.1424443284E-01
  -2.904610813       300.0000000       18017.45114       1380.456975       3719.758204       11.90022357       1.868580124      0.1622595623E-01
  -2.899610813       300.0000000       20215.58520       1512.013093       4050.505667       13.31450215       1.893316528      0.1837761147E-01
  -2.894610813       300.0000000       22506.28493       1638.504675       4361.926930       14.78116742       1.869942053      0.2069758540E-01
  -2.889610813       300.0000000       24859.79610       1756.364120       4644.872310       16.28166904       1.793063565      0.2318261657E-01
  -2.884610813       300.0000000       27242.48617       1862.190972       4891.225639       17.79601469       1.659925125      0.2582790295E-01
  -2.879610813       300.0000000       29617.85066       1952.970938       5094.543353       19.30350901       1.470868417      0.2862672615E-01
  -2.874610813       300.0000000       31947.60343       2026.261308       5250.548773       20.78340993       1.229507537      0.3156977492E-01
  -2.869610813       300.0000000       34192.79506       2080.321503       5357.417812       22.21544485      0.9425899811      0.3464421487E-01
  -2.864610813       300.0000000       36314.91642       2114.176200       5415.823385       23.58016313      0.6195637662      0.3783260945E-01
  -2.859610813       300.0000000       38276.95400       2127.609523       5428.743268       24.85913722      0.2719153645      0.4111183906E-01
  -2.854610813       300.0000000       40044.37089       2121.099811       5401.072368       26.03505624     -0.8762418719E-01  0.4445218366E-01
  -2.849610813       300.0000000       41585.99629       2095.713200       5339.107441       27.09177909     -0.4458934278      0.4781673100E-01
  -2.844610813       300.0000000       42874.81923       2052.978877       5249.984876       28.01442547     -0.7900298062      0.5116124934E-01
  -2.839610813       300.0000000       43888.69907       1994.768741       5141.148463       28.78958090      -1.108033987      0.5443462950E-01
  -2.834610813       300.0000000       44611.02135       1923.199714       5019.907082       29.40567777      -1.389125627      0.5757996371E-01
  -2.829610813       300.0000000       45031.33468       1840.569551       4893.117895       29.85358734      -1.623887543      0.6053629352E-01
  -2.824610813       300.0000000       45145.99578       1749.328364       4767.005284       30.12742151      -1.804231691      0.6324102674E-01
  -2.819610813       300.0000000       44958.82121       1652.079803       4647.104680       30.22549675      -1.923247738      0.6563298665E-01
  -2.814610813       300.0000000       44481.69552       1551.599158       4538.305665       30.15136136      -1.975010344      0.6765600291E-01
  -2.809610813       300.0000000       43735.02604       1450.851566       4444.960525       29.91473341      -1.954423601      0.6926286962E-01
  -2.804610813       300.0000000       42747.87620       1352.992665       4371.021073       29.53215260      -1.857170158      0.7041937567E-01
  -2.799610813       300.0000000       41557.57319       1261.336898       4320.166677       29.02712658      -1.679809111      0.7110796767E-01
  -2.794610813       300.0000000       40208.59210       1179.284784       4295.888936       28.42956821      -1.420033144      0.7133047206E-01
  -2.789610813       300.0000000       38750.58324       1110.208658       4301.503727       27.77438687      -1.077057041      0.7110924131E-01
  -2.784610813       300.0000000       37235.53778       1057.304185       4340.070110       27.09921641     -0.6520749601      0.7048616791E-01
  -2.779610813       300.0000000       35714.26097       1023.419981       4414.208609       26.44142031     -0.1487022670      0.6951927469E-01
  -2.774610813       300.0000000       34232.50748       1010.878292       4525.827948       25.83467992      0.4266841476      0.6827702944E-01
  -2.769610813       300.0000000       32827.27813       1021.296662       4675.786815       25.30560306       1.064775050      0.6683105304E-01
  -2.764610813       300.0000000       31523.83234       1055.416909       4863.531594       24.87084810       1.753364527      0.6524833663E-01
  -2.759610813       300.0000000       30333.90662       1112.947294       5086.758258       24.53521942       2.477596057      0.6358429143E-01
  -2.754610813       300.0000000       29255.45058       1192.428728       5341.145178       24.29105688       3.220397135      0.6187782779E-01
  -2.749610813       300.0000000       28273.93707       1291.144979       5620.195233       24.11903954       3.963065945      0.6014922030E-01
  -2.744610813       300.0000000       27365.03420       1405.105184       5915.215002       23.99029933       4.685968514      0.5840090061E-01
  -2.739610813       300.0000000       26498.20937       1529.128850       6215.450573       23.86953897       5.369305666      0.5662072271E-01
  -2.734610813       300.0000000       25640.71535       1657.054850       6508.395202       23.71871248       5.993913046      0.5478683294E-01
  -2.729610813       300.0000000       24761.40330       1782.077381       6780.280603       23.50077662       6.542062960      0.5287313220E-01
  -2.724610813       300.0000000       23833.90343       1897.188016       7016.754739       23.18306045       6.998241809      0.5085442296E-01
  -2.719610813       300.0000000       22838.87612       1995.680659       7203.729142       22.73990994       7.349878296      0.4871060206E-01
  -2.714610813       300.0000000       21765.21943       2071.661435       7328.347289       22.15441402       7.587992324      0.4642958057E-01
  -2.709610813       300.0000000       20610.28388       2120.501551       7379.989052       21.41917154       7.707722577      0.4400889168E-01
  -2.704610813       300.0000000       19379.26321       2139.178214       7351.196244       20.53618419       7.708677270      0.4145613416E-01
  -2.699610813       300.0000000       18083.99074       2126.464622       7238.393167       19.51603952       7.595046225      0.3878848286E-01
  -2.694610813       300.0000000       16741.37896       2082.951308       7042.290782       18.37657870       7.375421275      0.3603150214E-01
  -2.689610813       300.0000000       15371.71129       2010.903752       6767.902839       17.14123626       7.062299465      0.3321746039E-01
  -2.684610813       300.0000000       13996.94843       1913.981482       6424.158315       15.83721124       6.671285525      0.3038330000E-01
  -2.679610813       300.0000000       12639.16461       1796.858958       6023.154409       14.49359925       6.220057168      0.2756839257E-01
  -2.674610813       300.0000000       11319.19131       1664.796794       5579.145780       13.13959345       5.727196785      0.2481221035E-01
  -2.669610813       300.0000000       10055.51982       1523.212852       5107.399484       11.80285123       5.211015907      0.2215206449E-01
  -2.664610813       300.0000000       8863.496242       1377.297155       4623.056281       10.50811676       4.688498679      0.1962108018E-01
  -2.659610813       300.0000000       7754.826273       1231.703860       4140.127044       9.276178353       4.174467874      0.1724657858E-01
  -2.654610813       300.0000000       6737.388681       1090.339625       3670.721394       8.123215892       3.681037463      0.1504900295E-01
  -2.649610813       300.0000000       5815.333623       956.2530110       3224.561547       7.060556538       3.217369041      0.1304146233E-01
  -2.644610813       300.0000000       4989.418940       831.6163858       2808.787137       6.094812381       2.789705803      0.1122988304E-01
  -2.639610813       300.0000000       4257.519016       717.7821573       2428.016000       5.228332183       2.401625792      0.9613678516E-02
  -2.634610813       300.0000000       3615.231767       615.3901301       2084.598611       4.459870993       2.054440090      0.8186790315E-02
  -2.629610813       300.0000000       3056.511617       524.5023155       1778.992849       3.785371923       1.747661137      0.6938928940E-02
  -2.624610813       300.0000000       2574.268431       444.7446759       1510.189360       3.198763157       1.479477764      0.5856852828E-02
  -2.619610813       300.0000000       2160.890353       375.4405020       1276.131371       2.692695018       1.247191085      0.4925557328E-02
  -2.614610813       300.0000000       1808.667758       315.7258851       1074.090756       2.259169084       1.047584237      0.4129290298E-02
  -2.609610813       300.0000000       1510.112361       264.6429002       900.9797486       1.890037429      0.8772151472      0.3452354906E-02
  -2.604610813       300.0000000       1258.177881       221.2100235       753.5920202       1.577370752      0.7326334381      0.2879695724E-02
  -2.599610813       300.0000000       1046.396105       184.4718294       628.7766541       1.313707950      0.6105299177      0.2397288059E-02
  -2.594610813       300.0000000       868.9453545       153.5313066       523.5541799       1.092206879      0.5078305786      0.1992363232E-02
  -2.589610813       300.0000000       720.6684438       127.5685200       435.1860615      0.9067182336      0.4217477221      0.1653506532E-02
  -2.584610813       300.0000000       597.0554120       105.8491559       361.2090369      0.7518033206      0.3497998302      0.1370662802E-02
  -2.579610813       300.0000000       494.2036345       87.72598942       299.4444353      0.6227135595      0.2898099876      0.1135079759E-02
  -2.574610813       300.0000000       408.7650607       72.63571705       247.9907750      0.5153459603      0.2398905866      0.9392130903E-03
  -2.569610813       300.0000000       337.8876895       60.09300246       205.2060519      0.4261853263      0.1984201049      0.7766113992E-03
  -2.564610813       300.0000000       279.1561874       49.68307441       169.6844192      0.3522408474      0.1640160785      0.6417938399E-03
  -2.559610813       300.0000000       230.5348133       41.05379541       140.2305343      0.2909822652      0.1355070619      0.5301290483E-03
  -2.554610813       300.0000000       190.3145221       33.90780115       115.8337478      0.2402788810      0.1119053636      0.4377207181E-03
  -2.549610813       300.0000000       157.0651937       27.99507555       95.64347999      0.1983432935      0.9238161147E-01  0.3613028184E-03
  -2.544610813       300.0000000       129.5933124       23.10616094       78.94654931      0.1636807800      0.7624169507E-01  0.2981458087E-03
  -2.539610813       300.0000000       106.9050190       19.06609076       65.14681088      0.1350445882      0.6290629219E-01  0.2459741180E-03
  -2.534610813       300.0000000       88.17421479       15.72905973       53.74720280      0.1113970011      0.5189296885E-01  0.2028944824E-03
  -2.529610813       300.0000000       72.71527331       12.97380230       44.33413289      0.9187579451E-01  0.4280071454E-01  0.1673343416E-03
  -2.524610813       300.0000000       59.95985645       10.69962526       36.56404507      0.7576558651E-01  0.3529670382E-01  0.1379893092E-03
  -2.519610813       300.0000000       49.43732981       8.823028589       30.15195714      0.6247353065E-01  0.2910504601E-01  0.1137786643E-03
  -2.514610813       300.0000000       40.75829330       7.274845289       24.86174507      0.5150880529E-01  0.2399727957E-01  0.9380783473E-04
  -2.509610813       300.0000000       33.60078239       5.997832473       20.49795093      0.4246538152E-01  0.1978437762E-01  0.7733690293E-04
  -2.504610813       300.0000000       27.69874151       4.944650694       16.89890470      0.3500759643E-01  0.1631004948E-01  0.6375425664E-04
  -2.499610813       300.0000000       22.83241873       4.076174376       13.93096880      0.2885810941E-01  0.1344514500E-01  0.5255460404E-04
  -2.494610813       300.0000000       18.82037750       3.360082806       11.48373558      0.2378787121E-01  0.1108299165E-01  0.4332067099E-04
  -2.489610813       300.0000000       15.51286390       2.769687616       9.466028716      0.1960778515E-01  0.9135516536E-02  0.3570799120E-04
  -2.484610813       300.0000000       12.78630665       2.282958746       7.802580268      0.1616178580E-01  0.7530026462E-02  0.2943228546E-04
  -2.479610813       300.0000000       10.53876153       1.881716446       6.431273239      0.1332110138E-01  0.6206538033E-02  0.2425900191E-04
  -2.474610813       300.0000000       8.686141324       1.550961796       5.300856208      0.1097950246E-01  0.5115566141E-02  0.1999465591E-04
  -2.469610813       300.0000000       7.159098074       1.278322515       4.369051137      0.9049370681E-02  0.4216293833E-02  0.1647966577E-04
  -2.464610813       300.0000000       5.900446481       1.053594577       3.600987987      0.7458448298E-02  0.3475058875E-02  0.1358242989E-04
  -2.459610813       300.0000000       4.863035451      0.8683633082       2.967910569      0.6147152150E-02  0.2864102975E-02  0.1119443295E-04
  -2.454610813       300.0000000       4.007990611      0.7156903421       2.446107232      0.5066355127E-02  0.2360538586E-02  0.9226204231E-05
  -2.449610813       300.0000000       3.303263629      0.5898551147       2.016027722      0.4175554451E-02  0.1945495784E-02  0.7603980749E-05
  -2.444610813       300.0000000       2.722435090      0.4861414571       1.661554077      0.3441359821E-02  0.1603418080E-02  0.6266953390E-05
  -2.439610813       300.0000000       2.243726846      0.4006614792       1.369398873      0.2836245902E-02  0.1321481315E-02  0.5164994572E-05
