 written on 19May2026 at 16:33:46 
          18
         225
    4    2    2    2    2    2    2    2    2    2    2    2    2    2    4
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    4    2    2    2    2    2    2    2    2    2    2    2    2    2    4
   -7   -7    0    1    1   -0.000005   -0.000000
   -7   -7    0    2    1   -0.000196   -0.000137
   -7   -7    0    3    1    0.000784    0.000155
   -7   -7    0    4    1    0.000020    0.000146
   -7   -7    0    5    1    0.000042   -0.000036
   -7   -7    0    6    1    0.000089    0.000007
   -7   -7    0    7    1    0.000020   -0.000088
   -7   -7    0    8    1   -0.000188   -0.000071
   -7   -7    0    9    1   -0.000190   -0.000040
   -7   -7    0   10    1   -0.000037    0.000019
   -7   -7    0   11    1    0.000003   -0.000034
   -7   -7    0   12    1   -0.000029   -0.000021
   -7   -7    0   13    1    0.000004    0.000010
   -7   -7    0   14    1   -0.000024   -0.000004
   -7   -7    0   15    1   -0.000003   -0.000018
   -7   -7    0   16    1    0.000026   -0.000049
   -7   -7    0   17    1   -0.000006    0.000005
   -7   -7    0   18    1    0.000039    0.000018
   -7   -7    0    1    2   -0.000196    0.000137
   -7   -7    0    2    2    0.000006    0.000000
   -7   -7    0    3    2   -0.000344    0.000200
   -7   -7    0    4    2   -0.000590   -0.000103
   -7   -7    0    5    2    0.000246   -0.000076
   -7   -7    0    6    2   -0.000055    0.000005
   -7   -7    0    7    2    0.000014   -0.000046
